,weight_2023,pitax_2023,total_income_2023,weight_2024,pitax_2024,total_income_2024,weight_ref_2024,pitax_ref_2024,total_income_ref_2024,weight_ref_2025,pitax_ref_2025,total_income_ref_2025,weight_ref_2026,pitax_ref_2026,total_income_ref_2026,weight_ref_2027,pitax_ref_2027,total_income_ref_2027,weight_ref_2028,pitax_ref_2028,total_income_ref_2028,weight_ref_2029,pitax_ref_2029,total_income_ref_2029,weight_ref_2030,pitax_ref_2030,total_income_ref_2030,weight_ref_2031,pitax_ref_2031,total_income_ref_2031,weight_ref_2032,pitax_ref_2032,total_income_ref_2032,ETR,ETR_ref
39,"23,681.8244",884.0000,"10,956.0000","21,096.7491","1,108.0000","10,931.0000","21,096.7491","1,060.0000","10,931.0000","21,096.7491","1,386.0000","12,134.0000","21,096.7491","1,750.0000","13,468.0000","21,096.7491","2,155.0000","14,950.0000","21,096.7491","2,605.0000","16,594.0000","21,096.7491","3,105.0000","18,420.0000","21,096.7491","3,662.0000","20,446.0000","21,096.7491","4,280.0000","22,695.0000","21,096.7491","4,967.0000","25,191.0000",0.1014,0.0970
40,"23,681.8244",998.0000,"11,265.0000","21,096.7491","1,224.0000","11,239.0000","21,096.7491","1,174.0000","11,239.0000","21,096.7491","1,514.0000","12,476.0000","21,096.7491","1,892.0000","13,848.0000","21,096.7491","2,312.0000","15,371.0000","21,096.7491","2,779.0000","17,062.0000","21,096.7491","3,298.0000","18,939.0000","21,096.7491","3,874.0000","21,022.0000","21,096.7491","4,514.0000","23,335.0000","21,096.7491","5,225.0000","25,901.0000",0.1089,0.1045
41,"23,681.8244","1,031.0000","11,477.0000","21,096.7491","1,256.0000","11,451.0000","21,096.7491","1,206.0000","11,451.0000","21,096.7491","1,549.0000","12,710.0000","21,096.7491","1,932.0000","14,108.0000","21,096.7491","2,358.0000","15,660.0000","21,096.7491","2,832.0000","17,383.0000","21,096.7491","3,359.0000","19,295.0000","21,096.7491","3,945.0000","21,418.0000","21,096.7491","4,596.0000","23,773.0000","21,096.7491","5,319.0000","26,389.0000",0.1097,0.1053
42,"23,681.8244","1,098.0000","11,709.0000","21,096.7491","1,325.0000","11,683.0000","21,096.7491","1,274.0000","11,683.0000","21,096.7491","1,625.0000","12,968.0000","21,096.7491","2,014.0000","14,394.0000","21,096.7491","2,447.0000","15,977.0000","21,096.7491","2,927.0000","17,735.0000","21,096.7491","3,460.0000","19,686.0000","21,096.7491","4,052.0000","21,851.0000","21,096.7491","4,710.0000","24,255.0000","21,096.7491","5,441.0000","26,923.0000",0.1134,0.1090
43,"23,681.8244","1,178.0000","12,008.0000","21,096.7491","1,403.0000","11,981.0000","21,096.7491","1,350.0000","11,981.0000","21,096.7491","1,709.0000","13,299.0000","21,096.7491","2,108.0000","14,761.0000","21,096.7491","2,552.0000","16,385.0000","21,096.7491","3,045.0000","18,187.0000","21,096.7491","3,594.0000","20,188.0000","21,096.7491","4,204.0000","22,409.0000","21,096.7491","4,881.0000","24,874.0000","21,096.7491","5,633.0000","27,610.0000",0.1171,0.1127
44,"23,681.8244","1,249.0000","12,167.0000","21,096.7491","1,475.0000","12,140.0000","21,096.7491","1,421.0000","12,140.0000","21,096.7491","1,787.0000","13,475.0000","21,096.7491","2,194.0000","14,957.0000","21,096.7491","2,645.0000","16,603.0000","21,096.7491","3,146.0000","18,429.0000","21,096.7491","3,702.0000","20,456.0000","21,096.7491","4,320.0000","22,706.0000","21,096.7491","5,007.0000","25,204.0000","21,096.7491","5,769.0000","27,976.0000",0.1215,0.1171
45,"23,631.1138","1,266.0000","12,252.0000","21,051.5741","1,494.0000","12,225.0000","21,051.5741","1,439.0000","12,225.0000","21,051.5741","1,811.0000","13,569.0000","21,051.5741","2,224.0000","15,062.0000","21,051.5741","2,684.0000","16,719.0000","21,051.5741","3,194.0000","18,558.0000","21,051.5741","3,761.0000","20,599.0000","21,051.5741","4,391.0000","22,865.0000","21,051.5741","5,091.0000","25,380.0000","21,051.5741","5,868.0000","28,172.0000",0.1222,0.1177
46,"23,681.8244","1,351.0000","12,526.0000","21,096.7491","1,578.0000","12,498.0000","21,096.7491","1,522.0000","12,498.0000","21,096.7491","1,901.0000","13,873.0000","21,096.7491","2,322.0000","15,399.0000","21,096.7491","2,790.0000","17,093.0000","21,096.7491","3,309.0000","18,973.0000","21,096.7491","3,885.0000","21,060.0000","21,096.7491","4,526.0000","23,377.0000","21,096.7491","5,237.0000","25,948.0000","21,096.7491","6,026.0000","28,803.0000",0.1263,0.1218
47,"23,681.8244","1,444.0000","12,839.0000","21,096.7491","1,674.0000","12,810.0000","21,096.7491","1,616.0000","12,810.0000","21,096.7491","2,007.0000","14,219.0000","21,096.7491","2,442.0000","15,783.0000","21,096.7491","2,924.0000","17,519.0000","21,096.7491","3,459.0000","19,446.0000","21,096.7491","4,054.0000","21,585.0000","21,096.7491","4,713.0000","23,960.0000","21,096.7491","5,446.0000","26,595.0000","21,096.7491","6,260.0000","29,521.0000",0.1307,0.1262
48,"23,681.8244","1,514.0000","13,123.0000","21,096.7491","1,741.0000","13,093.0000","21,096.7491","1,683.0000","13,093.0000","21,096.7491","2,079.0000","14,534.0000","21,096.7491","2,519.0000","16,132.0000","21,096.7491","3,007.0000","17,907.0000","21,096.7491","3,550.0000","19,877.0000","21,096.7491","4,152.0000","22,063.0000","21,096.7491","4,822.0000","24,490.0000","21,096.7491","5,566.0000","27,184.0000","21,096.7491","6,392.0000","30,174.0000",0.1330,0.1285
49,"23,707.1797","1,618.0000","13,491.0000","21,119.3366","1,844.0000","13,461.0000","21,119.3366","1,785.0000","13,461.0000","21,119.3366","2,192.0000","14,941.0000","21,119.3366","2,645.0000","16,585.0000","21,119.3366","3,148.0000","18,409.0000","21,119.3366","3,706.0000","20,434.0000","21,119.3366","4,326.0000","22,682.0000","21,119.3366","5,014.0000","25,177.0000","21,119.3366","5,778.0000","27,946.0000","21,119.3366","6,627.0000","31,020.0000",0.1370,0.1326
50,"23,681.8244","1,703.0000","13,839.0000","21,096.7491","1,928.0000","13,808.0000","21,096.7491","1,867.0000","13,808.0000","21,096.7491","2,283.0000","15,327.0000","21,096.7491","2,745.0000","17,013.0000","21,096.7491","3,259.0000","18,884.0000","21,096.7491","3,828.0000","20,962.0000","21,096.7491","4,461.0000","23,267.0000","21,096.7491","5,165.0000","25,827.0000","21,096.7491","5,946.0000","28,668.0000","21,096.7491","6,814.0000","31,821.0000",0.1396,0.1352
51,"23,656.4691","1,807.0000","14,079.0000","21,074.1616","2,033.0000","14,047.0000","21,074.1616","1,971.0000","14,047.0000","21,074.1616","2,399.0000","15,593.0000","21,074.1616","2,874.0000","17,308.0000","21,074.1616","3,402.0000","19,212.0000","21,074.1616","3,988.0000","21,325.0000","21,074.1616","4,639.0000","23,671.0000","21,074.1616","5,362.0000","26,275.0000","21,074.1616","6,166.0000","29,165.0000","21,074.1616","7,059.0000","32,373.0000",0.1447,0.1403
52,"23,681.8244","1,867.0000","14,286.0000","21,096.7491","2,093.0000","14,254.0000","21,096.7491","2,030.0000","14,254.0000","21,096.7491","2,464.0000","15,822.0000","21,096.7491","2,946.0000","17,562.0000","21,096.7491","3,481.0000","19,494.0000","21,096.7491","4,075.0000","21,639.0000","21,096.7491","4,735.0000","24,019.0000","21,096.7491","5,468.0000","26,661.0000","21,096.7491","6,282.0000","29,594.0000","21,096.7491","7,187.0000","32,849.0000",0.1468,0.1424
53,"23,681.8244","1,921.0000","14,488.0000","21,096.7491","2,147.0000","14,456.0000","21,096.7491","2,082.0000","14,456.0000","21,096.7491","2,523.0000","16,046.0000","21,096.7491","3,012.0000","17,811.0000","21,096.7491","3,555.0000","19,770.0000","21,096.7491","4,157.0000","21,945.0000","21,096.7491","4,827.0000","24,358.0000","21,096.7491","5,571.0000","27,038.0000","21,096.7491","6,396.0000","30,012.0000","21,096.7491","7,313.0000","33,313.0000",0.1485,0.1440
54,"23,681.8244","1,920.0000","14,643.0000","21,096.7491","2,143.0000","14,610.0000","21,096.7491","2,079.0000","14,610.0000","21,096.7491","2,517.0000","16,217.0000","21,096.7491","3,003.0000","18,001.0000","21,096.7491","3,543.0000","19,981.0000","21,096.7491","4,143.0000","22,179.0000","21,096.7491","4,810.0000","24,619.0000","21,096.7491","5,551.0000","27,327.0000","21,096.7491","6,374.0000","30,333.0000","21,096.7491","7,289.0000","33,669.0000",0.1467,0.1423
55,"23,681.8244","1,993.0000","14,880.0000","21,096.7491","2,219.0000","14,847.0000","21,096.7491","2,153.0000","14,847.0000","21,096.7491","2,601.0000","16,480.0000","21,096.7491","3,099.0000","18,293.0000","21,096.7491","3,652.0000","20,305.0000","21,096.7491","4,266.0000","22,539.0000","21,096.7491","4,949.0000","25,018.0000","21,096.7491","5,708.0000","27,770.0000","21,096.7491","6,551.0000","30,824.0000","21,096.7491","7,488.0000","34,215.0000",0.1495,0.1450
56,"23,656.4691","2,092.0000","15,207.0000","21,074.1616","2,317.0000","15,173.0000","21,074.1616","2,250.0000","15,173.0000","21,074.1616","2,709.0000","16,842.0000","21,074.1616","3,218.0000","18,695.0000","21,074.1616","3,784.0000","20,751.0000","21,074.1616","4,412.0000","23,034.0000","21,074.1616","5,111.0000","25,568.0000","21,074.1616","5,889.0000","28,380.0000","21,074.1616","6,753.0000","31,502.0000","21,074.1616","7,712.0000","34,967.0000",0.1527,0.1483
57,"23,681.8244","2,211.0000","15,620.0000","21,096.7491","2,439.0000","15,584.0000","21,096.7491","2,369.0000","15,584.0000","21,096.7491","2,843.0000","17,299.0000","21,096.7491","3,369.0000","19,202.0000","21,096.7491","3,953.0000","21,314.0000","21,096.7491","4,602.0000","23,658.0000","21,096.7491","5,323.0000","26,261.0000","21,096.7491","6,124.0000","29,149.0000","21,096.7491","7,015.0000","32,356.0000","21,096.7491","8,004.0000","35,915.0000",0.1565,0.1520
58,"23,681.8244","2,325.0000","15,999.0000","21,096.7491","2,551.0000","15,962.0000","21,096.7491","2,480.0000","15,962.0000","21,096.7491","2,964.0000","17,718.0000","21,096.7491","3,502.0000","19,667.0000","21,096.7491","4,099.0000","21,831.0000","21,096.7491","4,762.0000","24,232.0000","21,096.7491","5,499.0000","26,898.0000","21,096.7491","6,318.0000","29,856.0000","21,096.7491","7,227.0000","33,141.0000","21,096.7491","8,237.0000","36,786.0000",0.1598,0.1554
59,"23,681.8244","2,433.0000","16,374.0000","21,096.7491","2,658.0000","16,338.0000","21,096.7491","2,586.0000","16,338.0000","21,096.7491","3,082.0000","18,135.0000","21,096.7491","3,633.0000","20,129.0000","21,096.7491","4,244.0000","22,344.0000","21,096.7491","4,923.0000","24,802.0000","21,096.7491","5,678.0000","27,530.0000","21,096.7491","6,516.0000","30,558.0000","21,096.7491","7,447.0000","33,919.0000","21,096.7491","8,481.0000","37,650.0000",0.1627,0.1583
60,"23,681.8244","2,524.0000","16,750.0000","21,096.7491","2,749.0000","16,712.0000","21,096.7491","2,675.0000","16,712.0000","21,096.7491","3,181.0000","18,551.0000","21,096.7491","3,744.0000","20,591.0000","21,096.7491","4,370.0000","22,856.0000","21,096.7491","5,064.0000","25,370.0000","21,096.7491","5,836.0000","28,161.0000","21,096.7491","6,693.0000","31,259.0000","21,096.7491","7,646.0000","34,697.0000","21,096.7491","8,706.0000","38,514.0000",0.1645,0.1601
61,"23,681.8244","2,655.0000","17,177.0000","21,096.7491","2,879.0000","17,138.0000","21,096.7491","2,804.0000","17,138.0000","21,096.7491","3,324.0000","19,024.0000","21,096.7491","3,902.0000","21,116.0000","21,096.7491","4,544.0000","23,439.0000","21,096.7491","5,257.0000","26,017.0000","21,096.7491","6,049.0000","28,879.0000","21,096.7491","6,929.0000","32,056.0000","21,096.7491","7,907.0000","35,582.0000","21,096.7491","8,993.0000","39,496.0000",0.1680,0.1636
62,"23,656.4691","2,762.0000","17,599.0000","21,074.1616","2,986.0000","17,559.0000","21,074.1616","2,908.0000","17,559.0000","21,074.1616","3,440.0000","19,490.0000","21,074.1616","4,030.0000","21,634.0000","21,074.1616","4,686.0000","24,014.0000","21,074.1616","5,414.0000","26,655.0000","21,074.1616","6,225.0000","29,588.0000","21,074.1616","7,125.0000","32,842.0000","21,074.1616","8,126.0000","36,455.0000","21,074.1616","9,237.0000","40,465.0000",0.1701,0.1656
63,"23,681.8244","2,859.0000","18,039.0000","21,096.7491","3,081.0000","17,998.0000","21,096.7491","3,002.0000","17,998.0000","21,096.7491","3,542.0000","19,978.0000","21,096.7491","4,142.0000","22,175.0000","21,096.7491","4,808.0000","24,615.0000","21,096.7491","5,548.0000","27,322.0000","21,096.7491","6,370.0000","30,328.0000","21,096.7491","7,283.0000","33,664.0000","21,096.7491","8,296.0000","37,367.0000","21,096.7491","9,422.0000","41,477.0000",0.1712,0.1668
64,"23,681.8244","2,982.0000","18,464.0000","21,096.7491","3,207.0000","18,422.0000","21,096.7491","3,125.0000","18,422.0000","21,096.7491","3,682.0000","20,449.0000","21,096.7491","4,300.0000","22,698.0000","21,096.7491","4,987.0000","25,195.0000","21,096.7491","5,750.0000","27,966.0000","21,096.7491","6,598.0000","31,043.0000","21,096.7491","7,540.0000","34,457.0000","21,096.7491","8,586.0000","38,247.0000","21,096.7491","9,747.0000","42,455.0000",0.1741,0.1696
65,"23,681.8244","3,143.0000","18,915.0000","21,096.7491","3,367.0000","18,872.0000","21,096.7491","3,283.0000","18,872.0000","21,096.7491","3,857.0000","20,948.0000","21,096.7491","4,493.0000","23,252.0000","21,096.7491","5,200.0000","25,810.0000","21,096.7491","5,985.0000","28,649.0000","21,096.7491","6,857.0000","31,800.0000","21,096.7491","7,826.0000","35,298.0000","21,096.7491","8,901.0000","39,181.0000","21,096.7491","10,097.0000","43,491.0000",0.1784,0.1740
66,"23,681.8244","3,250.0000","19,416.0000","21,096.7491","3,473.0000","19,372.0000","21,096.7491","3,388.0000","19,372.0000","21,096.7491","3,973.0000","21,503.0000","21,096.7491","4,621.0000","23,869.0000","21,096.7491","5,342.0000","26,494.0000","21,096.7491","6,142.0000","29,409.0000","21,096.7491","7,032.0000","32,643.0000","21,096.7491","8,020.0000","36,234.0000","21,096.7491","9,117.0000","40,220.0000","21,096.7491","10,337.0000","44,644.0000",0.1793,0.1749
67,"23,681.8244","3,451.0000","19,856.0000","21,096.7491","3,674.0000","19,811.0000","21,096.7491","3,586.0000","19,811.0000","21,096.7491","4,193.0000","21,991.0000","21,096.7491","4,866.0000","24,410.0000","21,096.7491","5,614.0000","27,095.0000","21,096.7491","6,444.0000","30,075.0000","21,096.7491","7,366.0000","33,383.0000","21,096.7491","8,391.0000","37,055.0000","21,096.7491","9,529.0000","41,131.0000","21,096.7491","10,795.0000","45,656.0000",0.1855,0.1810
68,"23,656.4691","3,528.0000","20,399.0000","21,074.1616","3,751.0000","20,353.0000","21,074.1616","3,662.0000","20,353.0000","21,074.1616","4,276.0000","22,592.0000","21,074.1616","4,959.0000","25,077.0000","21,074.1616","5,718.0000","27,836.0000","21,074.1616","6,562.0000","30,898.0000","21,074.1616","7,499.0000","34,297.0000","21,074.1616","8,540.0000","38,069.0000","21,074.1616","9,697.0000","42,257.0000","21,074.1616","10,987.0000","46,905.0000",0.1843,0.1799
69,"23,681.8244","3,732.0000","21,120.0000","21,096.7491","3,955.0000","21,073.0000","21,096.7491","3,862.0000","21,073.0000","21,096.7491","4,500.0000","23,391.0000","21,096.7491","5,207.0000","25,963.0000","21,096.7491","5,993.0000","28,819.0000","21,096.7491","6,867.0000","31,990.0000","21,096.7491","7,838.0000","35,508.0000","21,096.7491","8,915.0000","39,414.0000","21,096.7491","10,113.0000","43,750.0000","21,096.7491","11,452.0000","48,562.0000",0.1877,0.1833
70,"23,681.8244","3,829.0000","21,397.0000","21,096.7491","4,050.0000","21,349.0000","21,096.7491","3,956.0000","21,349.0000","21,096.7491","4,602.0000","23,697.0000","21,096.7491","5,319.0000","26,304.0000","21,096.7491","6,115.0000","29,198.0000","21,096.7491","7,002.0000","32,409.0000","21,096.7491","7,987.0000","35,974.0000","21,096.7491","9,082.0000","39,932.0000","21,096.7491","10,297.0000","44,324.0000","21,096.7491","11,654.0000","49,200.0000",0.1897,0.1853
71,"23,681.8244","3,942.0000","21,856.0000","21,096.7491","4,164.0000","21,807.0000","21,096.7491","4,068.0000","21,807.0000","21,096.7491","4,727.0000","24,206.0000","21,096.7491","5,459.0000","26,868.0000","21,096.7491","6,272.0000","29,824.0000","21,096.7491","7,176.0000","33,104.0000","21,096.7491","8,180.0000","36,746.0000","21,096.7491","9,295.0000","40,788.0000","21,096.7491","10,536.0000","45,274.0000","21,096.7491","11,928.0000","50,255.0000",0.1909,0.1865
72,"23,681.8244","4,135.0000","22,470.0000","21,096.7491","4,357.0000","22,419.0000","21,096.7491","4,258.0000","22,419.0000","21,096.7491","4,940.0000","24,885.0000","21,096.7491","5,696.0000","27,623.0000","21,096.7491","6,537.0000","30,661.0000","21,096.7491","7,471.0000","34,034.0000","21,096.7491","8,508.0000","37,778.0000","21,096.7491","9,661.0000","41,933.0000","21,096.7491","10,945.0000","46,546.0000","21,096.7491","12,384.0000","51,666.0000",0.1943,0.1899
73,"23,681.8244","4,309.0000","23,073.0000","21,096.7491","4,531.0000","23,021.0000","21,096.7491","4,429.0000","23,021.0000","21,096.7491","5,129.0000","25,553.0000","21,096.7491","5,906.0000","28,364.0000","21,096.7491","6,769.0000","31,484.0000","21,096.7491","7,729.0000","34,948.0000","21,096.7491","8,795.0000","38,792.0000","21,096.7491","9,980.0000","43,059.0000","21,096.7491","11,303.0000","47,795.0000","21,096.7491","12,784.0000","53,053.0000",0.1968,0.1924
74,"23,656.4691","4,488.0000","23,565.0000","21,074.1616","4,709.0000","23,511.0000","21,074.1616","4,605.0000","23,511.0000","21,074.1616","5,324.0000","26,098.0000","21,074.1616","6,123.0000","28,968.0000","21,074.1616","7,011.0000","32,155.0000","21,074.1616","7,998.0000","35,692.0000","21,074.1616","9,094.0000","39,618.0000","21,074.1616","10,313.0000","43,976.0000","21,074.1616","11,672.0000","48,814.0000","21,074.1616","13,189.0000","54,183.0000",0.2003,0.1959
75,"23,681.8244","4,643.0000","24,215.0000","21,096.7491","4,863.0000","24,160.0000","21,096.7491","4,757.0000","24,160.0000","21,096.7491","5,492.0000","26,817.0000","21,096.7491","6,309.0000","29,767.0000","21,096.7491","7,217.0000","33,042.0000","21,096.7491","8,225.0000","36,676.0000","21,096.7491","9,346.0000","40,711.0000","21,096.7491","10,591.0000","45,189.0000","21,096.7491","11,987.0000","50,160.0000","21,096.7491","13,547.0000","55,677.0000",0.2013,0.1969
76,"23,681.8244","4,821.0000","24,851.0000","21,096.7491","5,041.0000","24,795.0000","21,096.7491","4,931.0000","24,795.0000","21,096.7491","5,684.0000","27,522.0000","21,096.7491","6,521.0000","30,550.0000","21,096.7491","7,451.0000","33,910.0000","21,096.7491","8,485.0000","37,640.0000","21,096.7491","9,632.0000","41,781.0000","21,096.7491","10,910.0000","46,376.0000","21,096.7491","12,348.0000","51,478.0000","21,096.7491","13,950.0000","57,140.0000",0.2033,0.1989
77,"23,681.8244","4,931.0000","25,440.0000","21,096.7491","5,149.0000","25,383.0000","21,096.7491","5,038.0000","25,383.0000","21,096.7491","5,803.0000","28,175.0000","21,096.7491","6,654.0000","31,274.0000","21,096.7491","7,598.0000","34,714.0000","21,096.7491","8,648.0000","38,533.0000","21,096.7491","9,814.0000","42,771.0000","21,096.7491","11,114.0000","47,476.0000","21,096.7491","12,576.0000","52,698.0000","21,096.7491","14,206.0000","58,495.0000",0.2029,0.1985
78,"23,681.8244","5,239.0000","26,193.0000","21,096.7491","5,460.0000","26,134.0000","21,096.7491","5,344.0000","26,134.0000","21,096.7491","6,145.0000","29,008.0000","21,096.7491","7,035.0000","32,199.0000","21,096.7491","8,024.0000","35,741.0000","21,096.7491","9,122.0000","39,673.0000","21,096.7491","10,341.0000","44,037.0000","21,096.7491","11,703.0000","48,881.0000","21,096.7491","13,224.0000","54,258.0000","21,096.7491","14,916.0000","60,226.0000",0.2089,0.2045
79,"23,669.1468","5,460.0000","26,973.0000","21,085.4554","5,679.0000","26,912.0000","21,085.4554","5,560.0000","26,912.0000","21,085.4554","6,384.0000","29,872.0000","21,085.4554","7,299.0000","33,158.0000","21,085.4554","8,316.0000","36,806.0000","21,085.4554","9,445.0000","40,854.0000","21,085.4554","10,700.0000","45,348.0000","21,085.4554","12,111.0000","50,337.0000","21,085.4554","13,685.0000","55,874.0000","21,085.4554","15,434.0000","62,020.0000",0.2110,0.2066
80,"23,681.8244","5,579.0000","27,706.0000","21,096.7491","5,798.0000","27,643.0000","21,096.7491","5,677.0000","27,643.0000","21,096.7491","6,514.0000","30,684.0000","21,096.7491","7,443.0000","34,059.0000","21,096.7491","8,477.0000","37,805.0000","21,096.7491","9,625.0000","41,964.0000","21,096.7491","10,903.0000","46,580.0000","21,096.7491","12,345.0000","51,704.0000","21,096.7491","13,954.0000","57,391.0000","21,096.7491","15,741.0000","63,704.0000",0.2097,0.2054
